,name,institute,provider,date,review,rating
939,Object Oriented Programming in Java,"University of California, San Diego",Coursera,"10th Aug, 2020",15 Reviews,4.9
940,Object Oriented Java Programming: Data Structures and Beyond,"University of California, San Diego",Coursera,Self Paced,None,-1
941,Программирование на Python,Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
942,.Net平台下的软件开发技术,Xi'an Jiaotong University,Coursera,Self Paced,None,-1
943,网络游戏设计与开发,Fudan University,Coursera,Self Paced,None,-1
944,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
945,Full Stack Web Development en Español,Universidad Austral,Coursera,Self Paced,None,-1
946,Desarrollo y Diseño de Videojuegos,Universidad de los Andes,Coursera,Self Paced,None,-1
947,Statistics with R,Duke University,Coursera,Self Paced,None,-1
948,Virtual Reality,"Goldsmiths, University of London",Coursera,Self Paced,None,-1
949,"iOS-разработка: Swift, UI и многопоточность",Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
950,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,Coursera,Self Paced,None,-1
951,Cloud Computing,University of Illinois at Urbana-Champaign,Coursera,Self Paced,None,-1
952,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
953,Architecting with Google Cloud Platform bahasa Indonesia,Google Cloud,Coursera,Self Paced,None,-1
954,Cloud Engineering with Google Cloud,Google Cloud,Coursera,Self Paced,None,-1
955,Unity Expert Gameplay Programmer Certification Preparation,Unity,Coursera,Self Paced,None,-1
956,Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,Coursera,Self Paced,None,-1
957,Get an email when new courses are available,-1,-1,Self Paced,None,-1
958,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,Coursera,Self Paced,None,-1
959,Introduction to Scripting in Python,Rice University,Coursera,Self Paced,None,-1
960,Architecting Google Cloud Platform em Português Brasileiro,Google Cloud,Coursera,Self Paced,None,-1
961,Desenvolvimento e Design de Aplicativos para iPhone,Universidade Estadual de Campinas,Coursera,Self Paced,None,-1
962,Software Development Lifecycle,University of Minnesota,Coursera,Self Paced,None,-1
963,Statistical Analysis with R for Public Health,Imperial College London,Coursera,Self Paced,None,-1
964,AD,Santa Fe Institute,-1,Self Paced,None,5.0
965,Software Product Management,University of Alberta,Coursera,Self Paced,None,-1
966,Искусство разработки на современном C++,Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
967,Разработка интерфейсов: вёрстка и JavaScript,Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
968,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,Coursera,Self Paced,None,-1
969,Unity Certified Programmer Exam Preparation,Unity,Coursera,Self Paced,None,-1
970,Cloud Architecture with Google Cloud,Google Cloud,Coursera,Self Paced,None,-1
971,Diseño y Creación de videojuegos,Universitat Autònoma de Barcelona (Autonomous University of Barcelona),Coursera,Self Paced,None,-1
972,Full Stack Web Development en Español,Universidad Austral,Coursera,Self Paced,None,-1
973,Desarrollo y Diseño de Videojuegos,Universidad de los Andes,Coursera,Self Paced,None,-1
974,Statistics with R,Duke University,Coursera,Self Paced,None,-1
975,Web Applications for Everybody,University of Michigan,Coursera,Self Paced,None,-1
976,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
977,SAS Programmer,SAS,Coursera,Self Paced,None,-1
978,Mastering Software Development in R,Johns Hopkins University,Coursera,Self Paced,None,-1
979,Developing Applications with Google Cloud Platform,Google Cloud,Coursera,Self Paced,None,-1
980,Unity XR: How to Build AR and VR Apps,Unity,Coursera,Self Paced,None,-1
981,Architecting with Google Compute Engine,Google Cloud,Coursera,Self Paced,None,-1
982,Desarrollo de aplicaciones móviles con Android,Universidad Nacional Autónoma de México,Coursera,Self Paced,None,-1
983,"Open Source Software Development, Linux and Git",Linux Foundation,Coursera,Self Paced,None,-1
984,Agile Development,University of Virginia,Coursera,Self Paced,None,-1
985,iOS App Development with Swift,University of Toronto,Coursera,Self Paced,1 Reviews,5.0
986,Architecting with Google Cloud Platform auf Deutsch,Google Cloud,Coursera,Self Paced,None,-1
987,Game Design and Development,Michigan State University,Coursera,Self Paced,None,-1
988,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
989,Architecting with Google Cloud Platform en Español,Google Cloud,Coursera,Self Paced,None,-1
990,Android App Development,Vanderbilt University,Coursera,Self Paced,None,-1
991,Object Oriented Programming in Java,Duke University,Coursera,Self Paced,None,-1
992,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,Coursera,Self Paced,None,-1
993,Database systems,Universidad Nacional Autónoma de México,Coursera,Self Paced,None,-1
994,Learn SQL Basics for Data Science,"University of California, Davis",Coursera,Self Paced,None,-1
995,AWS Developer Series,Amazon,edX,Self Paced,None,-1
996,iOS Development for Creative Entrepreneurs,"University of California, Irvine",Coursera,Self Paced,None,-1
997,"Android-разработка: основы, многопоточность, архитектура",Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
998,Object Oriented Java Programming: Data Structures and Beyond,"University of California, San Diego",Coursera,Self Paced,None,-1
999,Программирование на Python,Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
1000,AD,Columbia Business School Executive Education,-1,Self Paced,None,5.0
1001,.Net平台下的软件开发技术,Xi'an Jiaotong University,Coursera,Self Paced,None,-1
1002,网络游戏设计与开发,Fudan University,Coursera,Self Paced,None,-1
1003,Architecting with Google Cloud Platform en Français,Google Cloud,Coursera,Self Paced,None,-1
1004,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,Coursera,Self Paced,None,-1
1005,Unity Certified 3D Artist,Unity,Coursera,Self Paced,None,-1
1006,Responsive Website Development and Design,"Goldsmiths, University of London",Coursera,Self Paced,4 Reviews,3.0
1007,Swift 5 iOS Application Developer,LearnQuest,Coursera,Self Paced,None,-1
1008,AD,Kellogg School of Management,-1,Self Paced,None,5.0
1009,Cloud Developer,-1,Udacity,Self Paced,None,-1
1010,Cloud DevOps Engineer,-1,Udacity,Self Paced,None,-1
1011,C++,-1,Udacity,Self Paced,None,-1
1012,Programming for Data Science with R,-1,Udacity,Self Paced,None,-1
1013,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1014,An Introduction to Coding and Design,University of Leeds,FutureLearn,Self Paced,1 Reviews,5.0
1015,iOS Developer,Google,Udacity,Self Paced,7 Reviews,4.7
1016,React,-1,Udacity,Self Paced,None,-1
1017,Mobile Web Specialist,Google,Udacity,Self Paced,None,-1
1018,Android Basics,Google,Udacity,Self Paced,1 Reviews,5.0
1019,Просто о статистике (с использованием R),Saint Petersburg State University,Coursera,Self Paced,None,-1
1020,AD,Kellogg School of Management,-1,Self Paced,None,5.0
1021,Introduction to Programming in C,Duke University,Coursera,Self Paced,None,-1
1022,Java Programming and Software Engineering Fundamentals,Duke University,Coursera,Self Paced,None,-1
1023,Ruby on Rails Web Development,Johns Hopkins University,Coursera,Self Paced,None,-1
1024,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,Coursera,Self Paced,None,-1
1025,Unity Certified Programmer Exam Preparation,Unity,Coursera,Self Paced,None,-1
1026,Architecting Google Cloud Platform em Português Brasileiro,Google Cloud,Coursera,Self Paced,None,-1
1027,Desenvolvimento e Design de Aplicativos para iPhone,Universidade Estadual de Campinas,Coursera,Self Paced,None,-1
1028,AWS Developer Series,Amazon,edX,Self Paced,None,-1
1029,iOS Development for Creative Entrepreneurs,"University of California, Irvine",Coursera,Self Paced,None,-1
1030,"Android-разработка: основы, многопоточность, архитектура",Moscow Institute of Physics and Technology,Coursera,Self Paced,None,-1
1031,Install and Manage Google Cloud's Apigee API Platform,Google Cloud,Coursera,Self Paced,None,-1
1032,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
1033,Introducción a la programación en Java,Universidad Carlos III de Madrid,edX,Self Paced,None,-1
1034,Introduction to Python Programming,Georgia Institute of Technology,edX,Self Paced,1 Reviews,5.0
1035,Mobile App Development with Swift,Curtin University,edX,Self Paced,None,-1
1036,Automated Software Testing,Delft University of Technology,edX,Self Paced,None,-1
1037,Introducción a la programación en C,Universidad Autónoma de Madrid,edX,Self Paced,None,-1
1038,C Programming with Linux,Dartmouth,edX,Self Paced,None,-1
1039,Agile Project Management,University System of Maryland,edX,Self Paced,1 Reviews,5.0
1040,Video Game Design,Rochester Institute of Technology,edX,Self Paced,None,-1
1041,Cloud Computing,University System of Maryland,edX,Self Paced,None,-1
1042,Software Testing and Verification,University System of Maryland,edX,Self Paced,None,-1
1043,Front-End Web Developer,World Wide Web Consortium (W3C),edX,Self Paced,None,-1
1044,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
1045,Agile Development Using Ruby on Rails,Berkeley University of California,edX,Self Paced,None,-1
1046,Virtual Reality (VR) App Development,"University of California, San Diego",edX,Self Paced,None,-1
1047,Introduction to Java Programming,Universidad Carlos III de Madrid,edX,Self Paced,None,-1
1048,Architecting with Google Compute Engine em Português,Google Cloud,Coursera,Self Paced,None,-1
1049,Security in Google Cloud Platform,Google Cloud,Coursera,Self Paced,None,-1
1050,From 0 to N: Architecting on Alibaba Cloud,Alibaba Cloud Academy,Coursera,Self Paced,None,-1
1051,SAS Advanced Programmer,SAS,Coursera,Self Paced,None,-1
1052,Agile Development,University of Virginia,Coursera,Self Paced,None,-1
1053,Architecting with Google Compute Engine auf Deutsch,Google Cloud,Coursera,Self Paced,None,-1
1054,Architecting with Google Compute Engine en Español,Google Cloud,Coursera,Self Paced,None,-1
1055,SQL,-1,Udacity,Self Paced,None,-1
1056,AD,Wharton School of the University of Pennsylvania,-1,Self Paced,None,5.0
1057,AWS Cloud Architect,-1,Udacity,Self Paced,None,-1
1058,Software Development,The University of British Columbia,edX,Self Paced,None,-1
1059,Start Programming with Python,Raspberry Pi Foundation,FutureLearn,Self Paced,None,-1
1060,Architecting with Google Kubernetes Engine auf Deutsch,Google Cloud,Coursera,Self Paced,None,-1
1061,Architecting with Google Compute Engine bahasa Indonesia,Google Cloud,Coursera,Self Paced,None,-1
1062,Architecting with Google Compute Engine 日本語版,Google Cloud,Coursera,Self Paced,None,-1
1063,Architecting with Google Compute Engine en Français,Google Cloud,Coursera,Self Paced,None,-1
1064,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
1065,SQL,-1,Udacity,Self Paced,None,-1
1066,AWS Cloud Architect,-1,Udacity,Self Paced,None,-1
1067,Software Development,The University of British Columbia,edX,Self Paced,None,-1
1068,Developing Cloud Applications with Node.js and React,IBM,edX,"29th Sep, 2020",None,-1
1069,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1070,Introduction to CSS3,University of Michigan,Coursera,"10th Aug, 2020",13 Reviews,4.6
1071,.Net平台下的软件开发技术毕业项目,Xi'an Jiaotong University,Coursera,"14th Sep, 2020",None,-1
1072,Web Design for Everybody Capstone,University of Michigan,Coursera,"14th Sep, 2020",1 Reviews,4.0
1073,Build your very first iOS app,Curtin University,edX,"15th Sep, 2020",None,-1
1074,Redis Security,Redis University,Independent,Self Paced,None,-1
1075,网络游戏设计与开发毕业项目,Fudan University,Coursera,"21st Sep, 2020",None,-1
1076,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
1077,Software Testing Management,University System of Maryland,edX,"22nd Sep, 2020",2 Reviews,2.0
1078,"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",Delft University of Technology,edX,"22nd Sep, 2020",1 Reviews,4.0
1079,Automated Software Testing: Model and State-based Testing,Delft University of Technology,edX,"22nd Sep, 2020",1 Reviews,5.0
1080,Getting Started with Agile and Design Thinking,University of Virginia,FutureLearn,"28th Sep, 2020",None,-1
1081,Video Game Design and Development: Introduction to Game Programming,Abertay University,FutureLearn,"28th Sep, 2020",None,-1
1082,Work with augmented reality (AR) and the web (UPDATED - STARTS 29 SEPT),Curtin University,edX,"29th Sep, 2020",None,-1
1083,Object-oriented Programming in Python: Create Your Own Adventure Game,Raspberry Pi Foundation,FutureLearn,"5th Oct, 2020",1 Reviews,4.0
1084,Introduction to Web Development,Raspberry Pi Foundation,FutureLearn,"5th Oct, 2020",None,-1
1085,Programming 103: Saving and Structuring Data,Raspberry Pi Foundation,FutureLearn,"5th Oct, 2020",None,-1
1086,Introduction to Databases and SQL,Raspberry Pi Foundation,FutureLearn,"5th Oct, 2020",None,-1
1087,Project: Create an iOS app from start to finish (COMING SOON),Curtin University,edX,"6th Oct, 2020",None,-1
1088,AD,Columbia Business School Executive Education,-1,Self Paced,None,5.0
1089,Proyecto final - Construyendo una aplicación profesional con Android,Universidad Nacional Autónoma de México,Coursera,"12th Oct, 2020",None,-1
1090,"Capstone MOOC for ""Android App Development""",Vanderbilt University,Coursera,"12th Oct, 2020",None,-1
1091,Cloud Computing Project,University of Illinois at Urbana-Champaign,Coursera,"12th Oct, 2020",None,-1
1092,Video Game Design and Development: Video Game Character Design,Abertay University,FutureLearn,"12th Oct, 2020",1 Reviews,4.0
1093,iOS Project: Transreality Game,"University of California, Irvine",Coursera,"19th Oct, 2020",None,-1
1094,Machine Dynamics with MATLAB,RWTH Aachen University,edX,"19th Oct, 2020",6 Reviews,4.7
1095,Programming for Everybody (Getting Started with Python),University of Michigan,FutureLearn,"19th Oct, 2020",1 Reviews,5.0
1096,The Software Architect Code: Building the Digital World,Universidad Carlos iii de Madrid,edX,"20th Oct, 2020",None,-1
1097,Introduction to Java Programming: Writing Good Code,Universidad Carlos iii de Madrid,edX,"20th Oct, 2020",None,-1
1098,Introducción a la programación en Java: escribiendo buen código,Universidad Carlos iii de Madrid,edX,"20th Oct, 2020",None,-1
1099,Video Game Design and Development: A Bit-by-Bit History of Video Game Music,Abertay University,FutureLearn,"26th Oct, 2020",None,-1
1100,AD,University of Michigan,-1,Self Paced,None,5.0
1101,Knowledge Graphs,-1,openHPI,"27th Oct, 2020",None,-1
1102,Data Science Project: MATLAB for the Real World,MathWorks,Coursera,Self Paced,None,-1
1103,Programming with GUIs,Raspberry Pi Foundation,FutureLearn,"2nd Nov, 2020",None,-1
1104,CSS Basics,Microsoft,edX,"17th Nov, 2020",None,-1
1105,Digital Ecosystem Infrastructure,Indiana University,edX,"17th Nov, 2020",None,-1
1106,Introducción a la programación en Java: estructuras de datos y algoritmos,Universidad Carlos iii de Madrid,edX,"24th Nov, 2020",1 Reviews,4.0
1107,Teamwork & Collaboration,Rochester Institute of Technology,edX,"4th Jan, 2021",None,-1
1108,程序设计基础,Peking University,edX,"30th Dec, 2030",None,-1
1109,delete,Arizona State University,edX,"31st Dec, 2030",None,-1
1110,Interactivity with JavaScript,University of Michigan,Coursera,"10th Aug, 2020",11 Reviews,4.3
1111,Code Yourself! An Introduction to Programming,University of Edinburgh,Coursera,"10th Aug, 2020",10 Reviews,4.6
1112,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
1113,Databases: Introduction to Relational Databases,Stanford University,edX,"28th Apr, 2020",15 Reviews,4.6
1114,Software Processes and Agile Practices,University of Alberta,Coursera,"10th Aug, 2020",8 Reviews,4.4
1115,Advanced Styling with Responsive Design,University of Michigan,Coursera,"10th Aug, 2020",8 Reviews,4.4
1116,Como criar aplicativos com múltiplas telas para iPhone e iPad,Universidade Estadual de Campinas,Coursera,"3rd Aug, 2020",None,-1
1117,Python Programming: A Concise Introduction,Wesleyan University,Coursera,"3rd Aug, 2020",5 Reviews,3.8
1118,Elastic Cloud Infrastructure: Containers and Services auf Deutsch,Google Cloud,Coursera,"3rd Aug, 2020",1 Reviews,5.0
1119,Elastic Cloud Infrastructure: Containers and Services en Español,Google Cloud,Coursera,"3rd Aug, 2020",None,-1
1120,AD,Thayer School of Engineering at Dartmouth,-1,Self Paced,None,5.0
1121,Networking and Security in iOS Applications,"University of California, Irvine",Coursera,"10th Aug, 2020",None,-1
1122,Engineering Maintainable Android Apps,Vanderbilt University,Coursera,"10th Aug, 2020",None,-1
1123,Desarrollo de aplicaciones avanzadas con Android,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1124,Fundamentos de Android,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1125,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1126,Agile Meets Design Thinking,University of Virginia,Coursera,"10th Aug, 2020",1 Reviews,5.0
1127,Desarrollo de aplicaciones con Android,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1128,"Online Games: Literature, New Media, and Narrative",Vanderbilt University,Coursera,"10th Aug, 2020",7 Reviews,4.6
1129,Arte 3D y animación en videojuegos,Universitat Autònoma de Barcelona (Autonomous University of Barcelona),Coursera,"10th Aug, 2020",None,-1
1130,Разработка корпоративных систем. Часть 3. Гибкие методологии разработки,National Research Nuclear University MEPhI,Coursera,"10th Aug, 2020",None,-1
1131,Game Design Document: Define the Art & Concepts,California Institute of the Arts,Coursera,"10th Aug, 2020",None,-1
1132,AD,Kellogg School of Management,-1,Self Paced,None,5.0
1133,Software Product Management Capstone,University of Alberta,Coursera,"10th Aug, 2020",1 Reviews,5.0
1134,Criando e publicando um aplicativo para iPhone e iPad na App Store,Universidade Estadual de Campinas,Coursera,"10th Aug, 2020",None,-1
1135,Desarrollo de Aplicaciones Web: Conceptos Básicos,University of New Mexico,Coursera,"10th Aug, 2020",None,-1
1136,Managing an Agile Team,University of Virginia,Coursera,"10th Aug, 2020",1 Reviews,2.0
1137,基于.Net的Web开发技术,Xi'an Jiaotong University,Coursera,"10th Aug, 2020",None,-1
1138,Build Your First Android App (Project-Centered Course),École Centrale Paris,Coursera,"10th Aug, 2020",4 Reviews,3.8
1139,Parallel programming,École Polytechnique Fédérale de Lausanne,Coursera,"10th Aug, 2020",6 Reviews,3.7
1140,游戏产业概论,Fudan University,Coursera,"10th Aug, 2020",None,-1
1141,Princípios de Desenvolvimento Ágil de Software,Instituto Tecnológico de Aeronáutica,Coursera,"10th Aug, 2020",None,-1
1142,Orientação a Objetos com Java,Instituto Tecnológico de Aeronáutica,Coursera,"10th Aug, 2020",None,-1
1143,TDD – Desenvolvimento de Software Guiado por Testes,Instituto Tecnológico de Aeronáutica,Coursera,"10th Aug, 2020",None,-1
1144,AD,The University of Texas,-1,Self Paced,None,5.0
1145,How To Create a Website in a Weekend! (Project-Centered Course),State University of New York,Coursera,"10th Aug, 2020",6 Reviews,4.0
1146,Rails with Active Record and Action Pack,Johns Hopkins University,Coursera,"10th Aug, 2020",4 Reviews,4.0
1147,Relational Database Support for Data Warehouses,University of Colorado System,Coursera,"10th Aug, 2020",1 Reviews,2.0
1148,Como criar um aplicativo para iPhone,Universidade Estadual de Campinas,Coursera,"10th Aug, 2020",None,-1
1149,"Games, Sensors and Media","University of California, Irvine",Coursera,"10th Aug, 2020",None,-1
1150,Single Page Web Applications with AngularJS,Johns Hopkins University,Coursera,"10th Aug, 2020",4 Reviews,5.0
1151,Web Application Development with JavaScript and MongoDB,University of London International Programmes,Coursera,"10th Aug, 2020",6 Reviews,4.3
1152,Mastering the Software Engineering Interview,"University of California, San Diego",Coursera,"10th Aug, 2020",3 Reviews,3.7
1153,Foundations of Objective-C App Development,"University of California, Irvine",Coursera,"10th Aug, 2020",4 Reviews,3.8
1154,Agile Planning for Software Products,University of Alberta,Coursera,"10th Aug, 2020",1 Reviews,3.0
1155,Character Design for Video Games,California Institute of the Arts,Coursera,"10th Aug, 2020",6 Reviews,4.5
1156,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
1157,Best Practices for iOS User Interface Design,"University of California, Irvine",Coursera,"10th Aug, 2020",1 Reviews,5.0
1158,App Design and Development for iOS,University of Toronto,Coursera,"10th Aug, 2020",2 Reviews,3.0
1159,Java Programming: Principles of Software Design,Duke University,Coursera,"10th Aug, 2020",4 Reviews,4.8
1160,Toward the Future of iOS Development with Swift,"University of California, Irvine",Coursera,"10th Aug, 2020",None,-1
1161,Client Needs and Software Requirements,University of Alberta,Coursera,"10th Aug, 2020",6 Reviews,4.5
1162,Game Development for Modern Platforms,Michigan State University,Coursera,"10th Aug, 2020",4 Reviews,4.8
1163,Reviews & Metrics for Software Improvements,University of Alberta,Coursera,"10th Aug, 2020",None,-1
1164,Introduction to Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",1 Reviews,5.0
1165,3D Models for Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",1 Reviews,5.0
1166,3D Interaction Design in Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1167,Making Your First Virtual Reality Game,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1168,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
1169,Building Interactive 3D Characters and Social VR,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1170,Building Web Applications in PHP,University of Michigan,Coursera,"10th Aug, 2020",1 Reviews,5.0
1171,Introduction to Structured Query Language (SQL),University of Michigan,Coursera,"10th Aug, 2020",1 Reviews,5.0
1172,"JavaScript, jQuery, and JSON",University of Michigan,Coursera,"10th Aug, 2020",None,-1
1173,"JavaScript, часть 1: основы и функции",Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1174,Building Database Applications in PHP,University of Michigan,Coursera,"10th Aug, 2020",1 Reviews,5.0
1175,"JavaScript, часть 2: прототипы и асинхронность",Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1176,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
1177,Introduction to Structured Query Language (SQL),University of Michigan,Coursera,"10th Aug, 2020",1 Reviews,5.0
1178,"JavaScript, jQuery, and JSON",University of Michigan,Coursera,"10th Aug, 2020",None,-1
1179,"JavaScript, часть 1: основы и функции",Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1180,Building Database Applications in PHP,University of Michigan,Coursera,"10th Aug, 2020",1 Reviews,5.0
1181,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1182,"JavaScript, часть 2: прототипы и асинхронность",Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1183,Тонкости верстки,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1184,用 Python 做商管程式設計（三）(Programming for Business Computing in Python (3)),National Taiwan University,Coursera,"10th Aug, 2020",None,-1
1185,NPC Programming,Unity,Coursera,"10th Aug, 2020",None,-1
1186,Rapid Gameplay Prototyping,Unity,Coursera,"10th Aug, 2020",None,-1
1187,Programming for Level Design,Unity,Coursera,"10th Aug, 2020",None,-1
1188,AD,Thayer School of Engineering at Dartmouth,-1,Self Paced,None,5.0
1189,Mitigating Security Vulnerabilities on Google Cloud Platform,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1190,Web of Data,EIT Digital,Coursera,"10th Aug, 2020",None,-1
1191,API Development on Google Cloud's Apigee API Platform,Google Cloud,Coursera,"10th Aug, 2020",1 Reviews,1.0
1192,Introduction to Augmented Reality and ARCore,Google Daydream Impact,Coursera,"10th Aug, 2020",None,-1
1193,Character Setup and Animation,Unity,Coursera,"10th Aug, 2020",None,-1
1194,Essential Cloud Infrastructure: Core Services auf Deutsch,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1195,Essential Cloud Infrastructure: Core Services en Español,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1196,Essential Cloud Infrastructure: Foundation auf Deutsch,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1197,Diseñando páginas web con Bootstrap 4,Universidad Austral,Coursera,"10th Aug, 2020",None,-1
1198,NoSQL systems,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1199,Designing data-intensive applications,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1200,AD,INSEAD,-1,Self Paced,None,5.0
1201,Python Classes and Inheritance,University of Michigan,Coursera,"10th Aug, 2020",None,-1
1202,Relational database systems,Universidad Nacional Autónoma de México,Coursera,"10th Aug, 2020",None,-1
1203,Основы разработки на C++: красный пояс,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1204,Основы разработки на С++: черный пояс,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1205,Competitive Programmer's Core Skills,Saint Petersburg State University,Coursera,"10th Aug, 2020",2 Reviews,4.5
1206,Application Systems Programming,Unity,Coursera,"10th Aug, 2020",None,-1
1207,Core Interaction Programming,Unity,Coursera,"10th Aug, 2020",None,-1
1208,3D Interactions and Navigation,Unity,Coursera,"10th Aug, 2020",None,-1
1209,Agile with Atlassian Jira,Atlassian,Coursera,"10th Aug, 2020",None,-1
1210,Fitting Statistical Models to Data with Python,University of Michigan,Coursera,"10th Aug, 2020",None,-1
1211,Industrial IoT on Google Cloud Platform,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1212,AD,UCT Graduate School of Business,-1,Self Paced,None,5.0
1213,Elastic Cloud Infrastructure: Scaling and Automation en Français,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1214,API Design and Fundamentals of Google Cloud's Apigee API Platform,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1215,Feature Engineering auf Deutsch,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1216,Feature Engineering em Português Brasileiro,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1217,Getting Started with SAS Programming,SAS,Coursera,"10th Aug, 2020",1 Reviews,5.0
1218,Feature Engineering en Español,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1219,Создание Web-сервисов на Python,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1220,ООП и паттерны проектирования в Python,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1221,Elastic Cloud Infrastructure: Scaling and Automation 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1222,Essential Cloud Infrastructure: Core Services 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1223,Getting Started with Go,"University of California, Irvine",Coursera,"10th Aug, 2020",4 Reviews,3.3
1224,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
1225,Concurrency in Go,"University of California, Irvine",Coursera,"10th Aug, 2020",1 Reviews,3.0
1226,"Functions, Methods, and Interfaces in Go","University of California, Irvine",Coursera,"10th Aug, 2020",3 Reviews,2.7
1227,Essential Cloud Infrastructure: Foundation 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1228,Reliable Cloud Infrastructure: Design and Process 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1229,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies,Yonsei University,Coursera,"10th Aug, 2020",2 Reviews,4.5
1230,AR (Augmented Reality) & Video Streaming Services Emerging Technologies,Yonsei University,Coursera,"10th Aug, 2020",None,-1
1231,"Introduction to XR: VR, AR, and MR Foundations",Unity,Coursera,"10th Aug, 2020",None,-1
1232,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
1233,Practical SAS Programming and Certification Review,SAS,Coursera,"10th Aug, 2020",1 Reviews,3.0
1234,Desarrollo de páginas con Angular,Universidad Austral,Coursera,"10th Aug, 2020",None,-1
1235,Programación Orientada a Objetos con Python,Universidad Austral,Coursera,"10th Aug, 2020",None,-1
1236,"Simulation, Algorithm Analysis, and Pointers",University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1237,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1238,Preparing for the Google Cloud Professional Cloud Architect Exam em Português Brasileiro,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1239,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1240,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform en Français,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1241,Preparing for the Google Cloud Professional Cloud Architect Exam en Español,Google Cloud,Coursera,"10th Aug, 2020",None,-1
